escenario,rssi_dl_mean,rssi_dl_std,rssi_dl_cv,mcs_dl_mean,mcs_dl_std,mcs_dl_cv,throughput_dl_mean,throughput_dl_std,throughput_dl_cv
E0,-76.23104166666667,1.1106666527677809,1.4569742567920845,104.99479166666667,1.9296720541979542,1.8378740731485055,,,
E1,-76.66825513196481,1.0921547241505989,1.4245201254035762,104.74633431085044,0.948328261620924,0.905356992070594,0.6012628865979381,0.3768409780823354,62.67491083884698
E2,-74.39641255605382,0.9099350201481823,1.2230899164157865,103.3000447828034,1.8048831110597119,1.7472239386290906,0.588027790228597,0.3753926030201511,63.83926223524512
E3,-76.35634648370497,0.8109281672935975,1.0620311272575826,104.64365351629503,0.6897161087099322,0.6591093540159414,0.7703120936280884,0.3829713197922649,49.71638417209712
E4,-75.69400921658986,0.6731435443930787,0.8892956673320795,103.67188940092166,1.223028094295379,1.1797104319818696,0.7912390198797966,0.4283025244658194,54.130612078621475
E5,-75.62619961612285,1.0434187827050214,1.3797054301305571,104.97552783109406,0.644691726092908,0.6141352555332886,0.7434024096385542,0.4064250017627311,54.67092875853562
