ts,role,ip,peer_ip,dl_mcs,ul_mcs,dl_snr_db,ul_snr_db,dl_rssi_dbm,ul_rssi_dbm,dl_rate,note
2026-05-09T04:04:27-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-76,-80,103M,ok
2026-05-09T04:05:28-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T04:06:28-05:00,AP,192.168.1.2,192.168.1.3,106,104,20,19,-76,-81,154M,ok
2026-05-09T04:07:28-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T04:08:29-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T04:09:29-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-77,-80,103M,ok
2026-05-09T04:10:29-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-77,-80,103M,ok
2026-05-09T04:11:29-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:12:30-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:13:30-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:14:30-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:15:31-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:16:31-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T04:17:31-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:18:31-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-78,137M,ok
2026-05-09T04:19:32-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T04:20:32-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-77,-79,137M,ok
2026-05-09T04:21:32-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-78,137M,ok
2026-05-09T04:22:33-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,20,-77,-80,154M,ok
2026-05-09T04:23:33-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,21,-77,-79,103M,ok
2026-05-09T04:24:33-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-78,137M,ok
2026-05-09T04:25:33-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:26:34-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:27:34-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:28:34-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,20,-77,-78,154M,ok
2026-05-09T04:29:35-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T04:30:35-05:00,AP,192.168.1.2,192.168.1.3,105,106,20,20,-77,-78,137M,ok
2026-05-09T04:31:35-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:32:36-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:33:37-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T04:34:37-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,20,-77,-80,154M,ok
2026-05-09T04:35:37-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:36:38-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:37:38-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:38:38-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T04:39:39-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:40:39-05:00,AP,192.168.1.2,192.168.1.3,106,104,20,20,-77,-80,154M,ok
2026-05-09T04:41:39-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:42:39-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-78,137M,ok
2026-05-09T04:43:40-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:44:40-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,21,-77,-79,154M,ok
2026-05-09T04:45:40-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:46:41-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:47:41-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-77,-79,137M,ok
2026-05-09T04:48:41-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,21,-77,-77,103M,ok
2026-05-09T04:49:41-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-78,137M,ok
2026-05-09T04:50:42-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:51:42-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:52:42-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:53:43-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:54:43-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:55:43-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:56:43-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T04:57:44-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T04:58:44-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-78,137M,ok
2026-05-09T04:59:44-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,21,-77,-79,103M,ok
2026-05-09T05:00:45-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:01:45-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T05:02:45-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T05:03:45-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T05:04:46-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T05:05:46-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-78,137M,ok
2026-05-09T05:06:46-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T05:07:47-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T05:08:47-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:09:47-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:10:48-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:11:48-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:12:48-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T05:13:48-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-77,-79,137M,ok
2026-05-09T05:14:49-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,20,-77,-80,154M,ok
2026-05-09T05:15:49-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-77,-80,137M,ok
2026-05-09T05:16:49-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-77,-80,103M,ok
2026-05-09T05:17:50-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:18:50-05:00,AP,192.168.1.2,192.168.1.3,106,105,20,21,-77,-79,154M,ok
2026-05-09T05:19:50-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-77,-80,137M,ok
2026-05-09T05:20:50-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:21:51-05:00,AP,192.168.1.2,192.168.1.3,106,104,20,20,-76,-80,154M,ok
2026-05-09T05:22:51-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:23:51-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T05:24:52-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-81,103M,ok
2026-05-09T05:25:52-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:26:53-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T05:27:53-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:28:54-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:29:54-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:30:54-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T05:31:55-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T05:32:55-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:33:55-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T05:34:55-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:35:56-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:36:56-05:00,AP,192.168.1.2,192.168.1.3,104,106,20,19,-76,-81,103M,ok
2026-05-09T05:37:56-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-76,-78,103M,ok
2026-05-09T05:38:57-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T05:39:57-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-79,137M,ok
2026-05-09T05:40:57-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T05:41:57-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T05:42:58-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T05:43:58-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T05:44:58-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:46:00-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:47:00-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-79,137M,ok
2026-05-09T05:48:00-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T05:49:00-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:50:01-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T05:51:01-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T05:52:01-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-78,103M,ok
2026-05-09T05:53:02-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T05:54:04-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T05:55:04-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:56:04-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:57:05-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T05:58:05-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T05:59:05-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:00:06-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T06:01:06-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:02:06-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:03:06-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:04:07-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:05:07-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:06:07-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:07:08-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:08:08-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:09:08-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T06:10:09-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:11:09-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:12:09-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:13:09-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:14:10-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-78,137M,ok
2026-05-09T06:15:10-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:16:10-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:17:10-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:18:11-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:19:11-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:20:11-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-78,137M,ok
2026-05-09T06:21:12-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:22:12-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:23:12-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:24:13-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-76,-80,103M,ok
2026-05-09T06:25:14-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:26:14-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-79,137M,ok
2026-05-09T06:27:14-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:28:15-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T06:29:15-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:30:15-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:31:15-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:32:16-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T06:33:16-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,21,-76,-79,137M,ok
2026-05-09T06:34:16-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:35:17-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:36:17-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:37:17-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:38:17-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:39:18-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-76,-80,103M,ok
2026-05-09T06:40:18-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:41:18-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:42:19-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-79,103M,ok
2026-05-09T06:43:19-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,18,-76,-82,137M,ok
2026-05-09T06:44:19-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:45:19-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T06:46:20-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T06:47:20-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T06:48:20-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T06:49:21-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,17,-76,-81,103M,ok
2026-05-09T06:50:21-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T06:51:21-05:00,AP,192.168.1.2,192.168.1.3,106,104,20,19,-76,-81,77M,ok
2026-05-09T06:52:21-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,18,-76,-81,103M,ok
2026-05-09T06:53:22-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T06:54:22-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-80,103M,ok
2026-05-09T06:55:22-05:00,AP,192.168.1.2,192.168.1.3,105,106,20,18,-76,-80,137M,ok
2026-05-09T06:56:23-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T06:57:23-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,19,-76,-81,103M,ok
2026-05-09T06:58:23-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T06:59:24-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:00:24-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-79,137M,ok
2026-05-09T07:01:24-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T07:02:24-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:03:25-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:04:25-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-79,137M,ok
2026-05-09T07:05:25-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:06:26-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,20,-76,-80,103M,ok
2026-05-09T07:07:26-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T07:08:26-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:09:26-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:10:27-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:11:27-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:12:27-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T07:13:28-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T07:14:28-05:00,AP,192.168.1.2,192.168.1.3,104,103,20,20,-76,-80,103M,ok
2026-05-09T07:15:28-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-78,137M,ok
2026-05-09T07:16:28-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,19,-76,-81,103M,ok
2026-05-09T07:17:30-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:18:30-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T07:19:30-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-79,137M,ok
2026-05-09T07:20:31-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-81,103M,ok
2026-05-09T07:21:31-05:00,AP,192.168.1.2,192.168.1.3,104,105,20,21,-76,-79,103M,ok
2026-05-09T07:22:31-05:00,AP,192.168.1.2,192.168.1.3,104,106,20,20,-76,-80,103M,ok
2026-05-09T07:23:31-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-79,103M,ok
2026-05-09T07:24:32-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:25:32-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:26:32-05:00,AP,192.168.1.2,192.168.1.3,105,103,20,19,-76,-81,137M,ok
2026-05-09T07:27:33-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T07:28:33-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-79,137M,ok
2026-05-09T07:29:33-05:00,AP,192.168.1.2,192.168.1.3,105,103,20,19,-76,-81,137M,ok
2026-05-09T07:30:33-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:31:34-05:00,AP,192.168.1.2,192.168.1.3,105,103,20,20,-76,-80,137M,ok
2026-05-09T07:32:34-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-79,103M,ok
2026-05-09T07:33:34-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-81,103M,ok
2026-05-09T07:34:35-05:00,AP,192.168.1.2,192.168.1.3,105,103,20,19,-76,-81,137M,ok
2026-05-09T07:35:35-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:36:35-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T07:37:35-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-78,137M,ok
2026-05-09T07:38:36-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:39:36-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:40:36-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-79,103M,ok
2026-05-09T07:41:37-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T07:42:37-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-79,137M,ok
2026-05-09T07:43:37-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,19,-76,-81,103M,ok
2026-05-09T07:44:37-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:45:38-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T07:46:38-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T07:47:38-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,19,-76,-81,137M,ok
2026-05-09T07:48:39-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T07:49:39-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T07:50:39-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:51:39-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T07:52:40-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T07:53:40-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-78,103M,ok
2026-05-09T07:54:40-05:00,AP,192.168.1.2,192.168.1.3,104,103,20,20,-76,-78,103M,ok
2026-05-09T07:55:41-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:56:41-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,19,-76,-81,137M,ok
2026-05-09T07:57:41-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T07:58:41-05:00,AP,192.168.1.2,192.168.1.3,104,103,20,20,-76,-80,103M,ok
2026-05-09T07:59:42-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:00:42-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:01:42-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:02:43-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:03:43-05:00,AP,192.168.1.2,192.168.1.3,105,105,20,20,-76,-80,137M,ok
2026-05-09T08:04:43-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T08:05:44-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:06:44-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:07:44-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,21,-76,-79,137M,ok
2026-05-09T08:08:44-05:00,AP,192.168.1.2,192.168.1.3,104,104,20,20,-76,-80,103M,ok
2026-05-09T08:09:45-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-78,137M,ok
2026-05-09T08:10:46-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:11:46-05:00,AP,192.168.1.2,192.168.1.3,105,104,20,20,-76,-80,137M,ok
2026-05-09T08:12:47-05:00,AP,192.168.1.2,192.168.1.3,105,103,20,19,-76,-79,137M,ok
