timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-05-27T20:01:39-05:00;-76;20;106;1.54;399;468;-77;21;104;1.03;391;314;sm
2026-05-27T20:06:40-05:00;-76;21;104;1.28;340;382;-76;22;105;0.41;211;123;sm
2026-05-27T20:11:41-05:00;-76;21;105;0.8;294;240;-76;22;103;0.39;200;118;sm
2026-05-27T20:16:42-05:00;-76;21;105;0.61;231;184;-77;21;104;0.4;206;120;sm
2026-05-27T20:21:43-05:00;-76;21;105;0.65;245;196;-76;22;104;0.38;204;115;sm
2026-05-27T20:26:44-05:00;-76;21;105;1.32;621;400;-77;21;104;0.36;192;108;sm
2026-05-27T20:31:45-05:00;-75;22;105;1.32;637;395;-76;22;104;0.39;199;116;sm
2026-05-27T20:36:45-05:00;-75;21;105;1.07;512;324;-77;21;104;0.38;208;116;sm
2026-05-27T20:41:47-05:00;-75;21;105;0.81;332;242;-76;22;104;0.37;186;110;sm
2026-05-27T20:46:48-05:00;-75;21;104;0.53;177;158;-75;23;104;0.4;196;120;sm
2026-05-27T20:51:49-05:00;-76;21;104;1.09;329;327;-75;23;103;0.39;210;118;sm
2026-05-27T20:56:50-05:00;-76;21;105;1.72;436;519;-75;23;104;0.42;226;128;sm
2026-05-27T21:01:51-05:00;-77;21;104;1.79;472;537;-76;22;105;0.44;228;133;sm
2026-05-27T21:06:51-05:00;-76;21;105;1.92;394;578;-76;22;104;0.41;205;122;sm
2026-05-27T21:11:53-05:00;-75;21;105;0.88;254;266;-75;23;105;0.39;210;118;sm
2026-05-27T21:16:54-05:00;-75;21;105;0.64;246;191;-76;22;105;0.39;209;118;sm
2026-05-27T21:21:55-05:00;-75;22;104;0.61;224;183;-76;22;104;0.37;200;113;sm
2026-05-27T21:26:56-05:00;-75;22;105;1.24;369;372;-76;22;105;0.41;205;123;sm
2026-05-27T21:31:57-05:00;-75;22;105;0.67;205;201;-78;22;105;0.36;191;109;sm
2026-05-27T21:36:58-05:00;-75;22;105;0.55;196;165;-75;23;104;0.42;218;126;sm
2026-05-27T21:41:59-05:00;-75;22;105;0.53;177;161;-77;23;105;0.41;210;123;sm
2026-05-27T21:47:00-05:00;-75;21;106;0.59;212;177;-76;22;104;0.38;205;116;sm
2026-05-27T21:52:01-05:00;-76;22;105;0.56;200;168;-76;22;105;0.42;208;125;sm
2026-05-27T21:57:02-05:00;-76;22;105;0.99;216;298;-75;23;104;0.41;207;122;sm
