timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-05-29T02:08:43-05:00;-76;21;105;0.6;201;180;-76;22;105;0.45;232;135;sm
2026-05-29T02:13:45-05:00;-77;21;105;0.39;137;119;-76;22;105;0.32;176;97;sm
2026-05-29T02:18:46-05:00;-76;20;104;0.53;185;161;-76;22;106;0.41;219;124;sm
2026-05-29T02:23:47-05:00;-76;20;105;0.49;170;148;-78;22;105;0.41;211;123;sm
2026-05-29T02:28:48-05:00;-76;20;104;0.49;174;147;-75;23;105;0.39;205;116;sm
2026-05-29T02:33:48-05:00;-76;20;106;0.47;164;142;-75;23;104;0.37;199;112;sm
2026-05-29T02:38:50-05:00;-76;21;106;0.53;177;160;-76;22;105;0.39;207;118;sm
2026-05-29T02:43:51-05:00;-75;21;105;0.5;169;150;-77;23;105;0.38;204;114;sm
2026-05-29T02:48:52-05:00;-77;21;104;0.53;176;159;-76;22;105;0.39;206;116;sm
2026-05-29T02:53:53-05:00;-75;21;106;0.47;166;142;-75;23;105;0.39;207;117;sm
2026-05-29T02:58:54-05:00;-76;21;105;0.47;164;141;-77;23;105;0.37;194;112;sm
