timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-04-13T20:03:40-05:00;-75;21;102;0.84;361;253;-75;22;103;0.22;125;66;sm
2026-04-13T20:08:42-05:00;-75;21;106;1.26;642;380;-77;20;103;0.25;135;74;sm
2026-04-13T20:13:44-05:00;-75;21;102;0.87;445;263;-78;22;103;0.23;134;70;sm
2026-04-13T20:18:45-05:00;-75;21;106;0.74;354;223;-77;22;101;0.23;131;70;sm
2026-04-13T20:23:46-05:00;-75;21;106;0.55;205;166;-77;22;102;0.25;138;76;sm
2026-04-13T20:28:47-05:00;-75;21;105;2.66;605;800;-77;21;103;0.23;133;69;sm
2026-04-13T20:33:48-05:00;-75;21;106;0.61;224;183;-77;21;102;0.24;133;73;sm
2026-04-13T20:38:50-05:00;-75;21;101;1.7;470;515;-79;20;104;0.22;129;68;sm
2026-04-13T20:43:51-05:00;-75;21;106;2.39;618;719;-78;20;104;0.25;136;74;sm
2026-04-13T20:48:52-05:00;-75;21;105;0.54;172;164;-77;21;103;0.24;138;73;sm
2026-04-13T20:53:52-05:00;-75;21;103;0.4;137;120;-75;23;104;0.24;130;72;sm
2026-04-13T20:58:53-05:00;-75;21;103;0.69;269;208;-76;22;104;0.24;136;72;sm
2026-04-13T21:03:54-05:00;-75;21;101;0.57;225;172;-77;21;101;0.26;142;78;sm
2026-04-13T21:08:55-05:00;-75;21;102;0.38;127;114;-75;22;103;0.23;127;70;sm
2026-04-13T21:13:56-05:00;-75;21;102;0.81;148;243;-77;22;104;0.25;135;75;sm
2026-04-13T21:18:57-05:00;-75;21;101;0.41;124;122;-76;22;102;0.25;138;74;sm
2026-04-13T21:23:58-05:00;-75;21;101;0.36;119;108;-77;22;101;0.27;145;82;sm
2026-04-13T21:28:59-05:00;-75;21;101;0.5;202;152;-77;21;103;0.24;131;72;sm
2026-04-13T21:34:01-05:00;-75;21;101;0.79;378;239;-77;22;102;0.24;135;73;sm
2026-04-13T21:39:02-05:00;-75;21;101;0.43;134;130;-77;22;102;0.23;132;70;sm
2026-04-13T21:44:03-05:00;-75;21;101;0.34;107;102;-76;22;103;0.24;136;73;sm
2026-04-13T21:49:04-05:00;-75;21;101;0.4;114;121;-77;21;102;0.23;130;68;sm
2026-04-13T21:54:05-05:00;-75;21;107;0.39;126;116;-77;22;101;0.26;136;77;sm
2026-04-13T21:59:07-05:00;-75;21;101;0.31;102;94;-77;22;103;0.23;124;68;sm
