timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-04-13T10:11:28-05:00;-74;22;105;0.74;338;223;-76;22;101;0.25;138;76;sm
2026-04-13T10:16:29-05:00;-74;22;101;0.4;133;120;-76;22;103;0.21;123;64;sm
2026-04-13T10:21:30-05:00;-74;22;104;0.4;131;120;-77;21;102;0.28;151;84;sm
2026-04-13T10:26:32-05:00;-75;21;106;0.48;178;146;-77;21;102;0.23;125;69;sm
2026-04-13T10:31:33-05:00;-75;21;101;0.39;128;117;-77;23;106;0.24;136;73;sm
2026-04-13T10:36:34-05:00;-74;22;106;0.38;122;114;-77;21;103;0.26;138;77;sm
2026-04-13T10:41:35-05:00;-74;22;102;0.35;112;105;-75;23;102;0.24;137;73;sm
2026-04-13T10:46:36-05:00;-74;22;106;0.34;107;102;-77;23;102;0.24;131;71;sm
2026-04-13T10:51:37-05:00;-74;22;102;0.39;116;117;-76;22;103;0.25;142;76;sm
2026-04-13T10:56:38-05:00;-74;22;106;0.38;121;115;-78;20;103;0.24;129;71;sm
2026-04-13T11:01:39-05:00;-74;22;104;0.38;116;114;-76;23;102;0.25;139;76;sm
2026-04-13T11:06:40-05:00;-74;22;102;0.35;111;104;-78;20;102;0.25;136;75;sm
2026-04-13T11:11:41-05:00;-74;22;106;0.34;110;102;-79;21;103;0.25;136;76;sm
2026-04-13T11:16:42-05:00;-74;22;106;0.37;120;112;-75;23;101;0.25;138;75;sm
2026-04-13T11:21:42-05:00;-74;22;106;0.35;113;105;-75;22;101;0.25;136;74;sm
2026-04-13T11:26:43-05:00;-74;22;106;0.37;126;111;-77;23;103;0.24;133;73;sm
2026-04-13T11:31:44-05:00;-74;22;104;0.46;165;138;-78;22;102;0.25;142;76;sm
2026-04-13T11:36:45-05:00;-74;22;101;0.39;128;118;-76;22;103;0.24;130;72;sm
2026-04-13T11:41:47-05:00;-74;22;101;0.34;107;102;-77;23;102;0.25;136;74;sm
2026-04-13T11:46:49-05:00;-74;22;106;0.7;299;211;-75;23;103;0.23;127;69;sm
2026-04-13T11:51:50-05:00;-74;22;102;0.34;118;102;-77;23;103;0.26;141;79;sm
2026-04-13T11:56:52-05:00;-74;22;102;0.38;112;115;-75;23;102;0.24;136;73;sm
2026-04-13T12:01:53-05:00;-74;22;103;0.52;196;157;-77;23;102;0.25;138;74;sm
2026-04-13T12:06:55-05:00;-74;22;102;0.46;182;139;-75;23;103;0.25;135;75;sm
2026-04-13T12:11:55-05:00;-74;22;102;0.5;178;151;-75;23;103;0.25;137;74;sm
2026-04-13T12:16:58-05:00;-74;22;102;0.42;174;127;-76;22;103;0.23;126;69;sm
2026-04-13T12:21:59-05:00;-74;22;102;0.52;194;157;-77;21;103;0.26;141;77;sm
2026-04-13T12:27:00-05:00;-74;22;102;0.46;160;139;-79;20;102;0.23;126;69;sm
2026-04-13T12:32:01-05:00;-74;22;103;0.46;150;137;-77;23;103;0.25;136;76;sm
2026-04-13T12:37:02-05:00;-74;22;103;0.35;109;106;-77;21;103;0.24;136;73;sm
2026-04-13T12:42:03-05:00;-74;22;103;0.34;113;101;-75;23;103;0.25;135;75;sm
2026-04-13T12:47:05-05:00;-74;22;104;0.45;154;137;-77;23;103;0.24;137;74;sm
2026-04-13T12:52:05-05:00;-74;22;102;0.45;148;135;-78;20;102;0.25;138;74;sm
2026-04-13T12:57:07-05:00;-74;22;101;0.34;114;104;-75;23;103;0.24;131;73;sm
2026-04-13T13:02:08-05:00;-74;22;103;0.37;115;111;-75;23;104;0.25;140;75;sm
2026-04-13T13:07:09-05:00;-74;22;101;0.42;149;127;-76;22;105;0.24;134;72;sm
2026-04-13T13:12:09-05:00;-74;22;102;0.48;158;143;-75;23;103;0.25;142;76;sm
2026-04-13T13:17:11-05:00;-74;22;101;0.36;121;110;-75;23;103;0.23;129;71;sm
2026-04-13T13:22:12-05:00;-74;22;105;0.36;120;108;-77;23;102;0.25;140;76;sm
2026-04-13T13:27:13-05:00;-74;22;102;0.33;107;98;-77;23;102;0.23;129;70;sm
2026-04-13T13:32:14-05:00;-74;22;103;0.41;130;124;-75;23;103;0.27;147;80;sm
2026-04-13T13:37:14-05:00;-74;22;101;0.36;117;107;-75;23;103;0.24;133;72;sm
2026-04-13T13:42:17-05:00;-74;22;104;0.44;141;132;-75;23;206;0.26;142;78;sm
2026-04-13T13:47:18-05:00;-74;22;102;0.48;170;143;-75;23;104;0.24;131;71;sm
2026-04-13T13:52:18-05:00;-74;22;101;0.5;175;150;-78;22;103;0.26;143;79;sm
2026-04-13T13:57:19-05:00;-74;22;103;0.36;118;109;-77;21;103;0.23;126;69;sm
2026-04-13T14:02:20-05:00;-74;22;106;0.41;137;124;-77;23;104;0.27;146;82;sm
2026-04-13T14:07:21-05:00;-74;22;106;0.37;121;112;-77;21;101;0.25;134;74;sm
2026-04-13T14:12:22-05:00;-74;22;101;0.38;126;114;-75;23;103;0.22;126;67;sm
2026-04-13T14:17:24-05:00;-74;22;101;0.43;146;129;-79;21;102;0.24;131;72;sm
2026-04-13T14:22:25-05:00;-74;22;101;1.37;594;412;-78;22;201;0.25;138;74;sm
2026-04-13T14:27:27-05:00;-74;22;102;1.7;313;514;-75;23;101;0.26;139;78;sm
2026-04-13T14:32:28-05:00;-74;22;106;4.44;618;1332;-76;22;103;0.26;140;77;sm
2026-04-13T14:37:29-05:00;-74;22;102;1.77;243;533;-79;21;103;0.22;122;65;sm
2026-04-13T14:42:29-05:00;-74;22;101;0.71;271;213;-77;23;102;0.27;145;81;sm
2026-04-13T14:47:31-05:00;-74;22;106;0.72;292;218;-77;21;102;0.24;132;72;sm
2026-04-13T14:52:32-05:00;-74;22;106;0.79;276;239;-77;22;102;0.25;137;75;sm
2026-04-13T14:57:33-05:00;-74;22;104;0.63;213;190;-76;22;102;0.23;129;70;sm
2026-04-13T15:02:34-05:00;-74;22;104;0.64;218;194;-77;23;102;0.25;142;75;sm
2026-04-13T15:07:35-05:00;-74;22;106;0.52;168;156;-78;20;103;0.22;122;67;sm
2026-04-13T15:12:36-05:00;-74;22;103;0.73;246;220;-78;20;102;0.25;140;76;sm
2026-04-13T15:17:36-05:00;-74;22;103;0.65;213;194;-77;21;101;0.23;128;69;sm
2026-04-13T15:22:37-05:00;-74;22;106;0.7;234;211;-76;21;101;0.24;136;73;sm
2026-04-13T15:27:39-05:00;-74;22;102;0.61;204;184;-76;22;102;0.25;134;74;sm
2026-04-13T15:32:42-05:00;-74;22;101;0.71;237;216;-77;21;102;0.25;138;75;sm
