ts,role,ip,f4,f5,f6,f7,mcs_dl,mcs_ul,snr_dl,snr_ul,rssi_c0p,rssi_c0e,rssi_c1p,rssi_c1e,dl_rate,ul_rate,sta_dl_rssi,sta_ul_rssi,res20,res21,res22,res23,res24
2026-02-21T05:15:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-92,	-95,137M,,-77,-77,,,,,
2026-02-21T05:16:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T05:16:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T05:17:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:17:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:18:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:18:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T05:19:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T05:20:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-84,	-93,	-93,137M,,-77,-77,,,,,
2026-02-21T05:20:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-93,	-93,137M,,-77,-77,,,,,
2026-02-21T05:21:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-81,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:21:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-81,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:22:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-91,	-92,137M,,-77,-78,,,,,
2026-02-21T05:22:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-91,	-92,137M,,-77,-78,,,,,
2026-02-21T05:23:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-91,	-95,137M,,-77,-77,,,,,
2026-02-21T05:23:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-91,	-95,137M,,-77,-77,,,,,
2026-02-21T05:24:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T05:24:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T05:25:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,19,21,	-82,	-84,	-91,	-94,103M,,-77,-77,,,,,
2026-02-21T05:25:01-05:00,SM,192.168.1.3,2,2,,,104,105,19,21,	-82,	-84,	-91,	-94,103M,,-77,-77,,,,,
2026-02-21T05:26:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-79,	-81,	-89,	-92,103M,,-77,-78,,,,,
2026-02-21T05:26:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-79,	-81,	-89,	-92,103M,,-77,-78,,,,,
2026-02-21T05:27:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-81,	-84,	-90,	-94,137M,,-77,-78,,,,,
2026-02-21T05:27:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-81,	-84,	-90,	-94,137M,,-77,-78,,,,,
2026-02-21T05:28:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-83,	-85,	-93,	-93,137M,,-77,-79,,,,,
2026-02-21T05:28:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-83,	-85,	-93,	-93,137M,,-77,-79,,,,,
2026-02-21T05:29:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:29:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:30:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-79,	-81,	-89,	-92,137M,,-77,-78,,,,,
2026-02-21T05:30:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-79,	-81,	-89,	-92,137M,,-77,-78,,,,,
2026-02-21T05:31:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:31:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:32:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-81,	-83,	-91,	-94,103M,,-77,-78,,,,,
2026-02-21T05:32:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-81,	-83,	-91,	-94,103M,,-77,-78,,,,,
2026-02-21T05:33:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T05:33:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T05:34:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-89,	-92,137M,,-77,-78,,,,,
2026-02-21T05:34:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-89,	-92,137M,,-77,-78,,,,,
2026-02-21T05:35:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-83,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:35:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-83,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:36:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:36:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:37:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-85,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:37:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-85,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:38:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-90,	-91,137M,,-77,-78,,,,,
2026-02-21T05:38:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-90,	-91,137M,,-77,-78,,,,,
2026-02-21T05:39:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-94,	-95,103M,,-77,-78,,,,,
2026-02-21T05:39:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-94,	-95,103M,,-77,-78,,,,,
2026-02-21T05:40:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T05:40:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T05:41:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-81,	-85,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:41:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-81,	-85,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T05:42:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-80,	-82,	-90,	-92,137M,,-77,-77,,,,,
2026-02-21T05:42:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-80,	-82,	-90,	-92,137M,,-77,-77,,,,,
2026-02-21T05:43:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:43:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T05:44:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-80,	-82,	-90,	-94,137M,,-77,-77,,,,,
2026-02-21T05:44:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-80,	-82,	-90,	-94,137M,,-77,-77,,,,,
2026-02-21T05:45:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-92,	-93,137M,,-77,-77,,,,,
2026-02-21T05:45:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-92,	-93,137M,,-77,-77,,,,,
2026-02-21T05:46:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:46:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T05:47:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,,,	-98,,137M,,-77,-77,,,,,
2026-02-21T05:47:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,,,	-98,,137M,,-77,-77,,,,,
2026-02-21T05:48:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,21,	-80,	-82,	-90,	-92,103M,,-77,-78,,,,,
2026-02-21T05:48:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,21,	-80,	-82,	-90,	-92,103M,,-77,-78,,,,,
2026-02-21T05:49:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-95,137M,,-77,-78,,,,,
2026-02-21T05:49:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-95,137M,,-77,-78,,,,,
2026-02-21T05:50:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-83,	-86,	-91,	-94,137M,,-77,-79,,,,,
2026-02-21T05:50:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-83,	-86,	-91,	-94,137M,,-77,-79,,,,,
2026-02-21T05:51:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-82,	-84,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T05:51:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-82,	-84,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T05:52:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-84,	-92,	-95,137M,,-77,-77,,,,,
2026-02-21T05:52:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-92,	-95,137M,,-77,-77,,,,,
2026-02-21T05:53:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,19,21,	-81,	-83,	-91,	-94,103M,,-77,-77,,,,,
2026-02-21T05:53:01-05:00,SM,192.168.1.3,2,2,,,104,105,19,21,	-81,	-83,	-91,	-94,103M,,-77,-77,,,,,
2026-02-21T05:54:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,19,21,	-79,	-81,	-91,	-93,103M,,-77,-77,,,,,
2026-02-21T05:54:01-05:00,SM,192.168.1.3,2,2,,,104,105,19,21,	-79,	-81,	-91,	-93,103M,,-77,-77,,,,,
2026-02-21T05:55:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-84,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T05:55:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-84,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T05:56:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-84,	-86,	-93,	-94,137M,,-77,-79,,,,,
2026-02-21T05:56:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-84,	-86,	-93,	-94,137M,,-77,-79,,,,,
2026-02-21T05:57:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T05:57:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T05:58:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-91,	-92,103M,,-77,-78,,,,,
2026-02-21T05:58:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-91,	-92,103M,,-77,-78,,,,,
2026-02-21T05:59:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-79,	-82,	-89,	-91,103M,,-77,-78,,,,,
2026-02-21T05:59:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-79,	-82,	-89,	-91,103M,,-77,-78,,,,,
2026-02-21T06:00:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T06:00:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T06:01:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-95,137M,,-77,-79,,,,,
2026-02-21T06:01:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-95,137M,,-77,-79,,,,,
2026-02-21T06:02:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T06:02:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-94,137M,,-77,-78,,,,,
2026-02-21T06:03:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-90,	-92,137M,,-77,-78,,,,,
2026-02-21T06:03:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-90,	-92,137M,,-77,-78,,,,,
2026-02-21T06:04:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:04:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:05:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-81,	-83,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T06:05:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-81,	-83,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T06:06:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-81,	-83,	-92,	-96,137M,,-77,-78,,,,,
2026-02-21T06:06:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-81,	-83,	-92,	-96,137M,,-77,-78,,,,,
2026-02-21T06:07:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-90,	-94,137M,,-77,-78,,,,,
2026-02-21T06:07:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-90,	-94,137M,,-77,-78,,,,,
2026-02-21T06:08:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T06:08:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T06:09:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-91,	-95,103M,,-77,-78,,,,,
2026-02-21T06:09:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-91,	-95,103M,,-77,-78,,,,,
2026-02-21T06:10:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T06:10:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-81,	-83,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T06:11:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-81,	-83,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T06:11:02-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-81,	-83,	-91,	-94,137M,,-77,-77,,,,,
2026-02-21T06:12:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-84,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T06:12:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-93,	-94,137M,,-77,-77,,,,,
2026-02-21T06:13:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-96,137M,,-77,-78,,,,,
2026-02-21T06:13:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-96,137M,,-77,-78,,,,,
2026-02-21T06:14:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-83,	-85,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:14:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-83,	-85,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:15:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-95,137M,,-77,-78,,,,,
2026-02-21T06:15:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-95,137M,,-77,-78,,,,,
2026-02-21T06:16:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:16:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:17:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-82,	-85,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:17:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-82,	-85,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:18:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-84,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:18:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-80,	-82,	-90,	-91,137M,,-77,-78,,,,,
2026-02-21T06:19:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-80,	-82,	-90,	-91,137M,,-77,-78,,,,,
2026-02-21T06:20:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,21,	-81,	-84,	-90,	-94,103M,,-77,-78,,,,,
2026-02-21T06:20:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,21,	-81,	-84,	-90,	-94,103M,,-77,-78,,,,,
2026-02-21T06:21:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-82,	-84,	-93,	-93,137M,,-77,-78,,,,,
2026-02-21T06:21:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-82,	-84,	-93,	-93,137M,,-77,-78,,,,,
2026-02-21T06:22:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,19,20,	-82,	-84,	-93,	-94,103M,,-77,-78,,,,,
2026-02-21T06:22:01-05:00,SM,192.168.1.3,2,2,,,104,105,19,20,	-82,	-84,	-93,	-94,103M,,-77,-78,,,,,
2026-02-21T06:23:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-84,	-87,	-91,	-94,137M,,-77,-79,,,,,
2026-02-21T06:23:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-84,	-87,	-91,	-94,137M,,-77,-79,,,,,
2026-02-21T06:24:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T06:24:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T06:25:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T06:25:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-92,	-94,103M,,-77,-78,,,,,
2026-02-21T06:26:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:26:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:27:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-97,,	-98,,137M,,-77,-78,,,,,
2026-02-21T06:27:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-97,,	-98,,137M,,-77,-78,,,,,
2026-02-21T06:28:02-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-84,	-86,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:28:02-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-84,	-86,	-92,	-94,137M,,-77,-79,,,,,
2026-02-21T06:29:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-82,	-84,	-92,	-93,137M,,-77,-77,,,,,
2026-02-21T06:29:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-82,	-84,	-92,	-93,137M,,-77,-77,,,,,
2026-02-21T06:30:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:30:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:31:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-84,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T06:31:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-84,	-92,	-94,137M,,-77,-77,,,,,
2026-02-21T06:32:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T06:32:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-84,	-92,	-93,137M,,-77,-78,,,,,
2026-02-21T06:33:01-05:00,AP,192.168.1.2,0,137,2,2,103,105,19,21,	-81,	-83,	-92,	-93,68M,,-77,-77,,,,,
2026-02-21T06:33:01-05:00,SM,192.168.1.3,2,2,,,103,105,19,21,	-81,	-83,	-92,	-93,68M,,-77,-77,,,,,
2026-02-21T06:34:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,21,	-81,	-83,	-92,	-95,137M,,-77,-77,,,,,
2026-02-21T06:34:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,21,	-81,	-83,	-92,	-95,137M,,-77,-77,,,,,
2026-02-21T06:35:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-97,,	-97,,137M,,-77,-78,,,,,
2026-02-21T06:35:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-97,,	-97,,137M,,-77,-78,,,,,
2026-02-21T06:36:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-95,,	-97,,137M,,-77,-78,,,,,
2026-02-21T06:36:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-95,,	-97,,137M,,-77,-78,,,,,
2026-02-21T06:37:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T06:37:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-93,	-94,137M,,-77,-78,,,,,
2026-02-21T06:38:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:38:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:39:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,19,21,	-82,	-84,	-93,	-95,77M,,-77,-77,,,,,
2026-02-21T06:39:01-05:00,SM,192.168.1.3,2,2,,,106,105,19,21,	-82,	-84,	-93,	-95,77M,,-77,-77,,,,,
2026-02-21T06:40:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:40:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:41:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-83,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:41:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-83,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:42:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-96,,	-98,,137M,,-77,-78,,,,,
2026-02-21T06:42:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-96,,	-98,,137M,,-77,-78,,,,,
2026-02-21T06:43:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:43:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-92,	-94,137M,,-77,-78,,,,,
2026-02-21T06:44:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,19,20,	-80,	-82,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:44:01-05:00,SM,192.168.1.3,2,2,,,105,105,19,20,	-80,	-82,	-91,	-93,137M,,-77,-78,,,,,
2026-02-21T06:45:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:45:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,21,	-81,	-83,	-91,	-93,137M,,-77,-77,,,,,
2026-02-21T06:46:01-05:00,AP,192.168.1.2,0,137,2,2,104,105,19,20,	-81,	-83,	-90,	-94,103M,,-77,-78,,,,,
2026-02-21T06:46:01-05:00,SM,192.168.1.3,2,2,,,104,105,19,20,	-81,	-83,	-90,	-94,103M,,-77,-78,,,,,
2026-02-21T06:47:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-97,,	-99,,103M,,-77,-78,,,,,
2026-02-21T06:47:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-97,,	-99,,103M,,-77,-78,,,,,
2026-02-21T06:48:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-86,,	-92,,137M,,-77,-78,,,,,
2026-02-21T06:48:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-86,,	-92,,137M,,-77,-78,,,,,
2026-02-21T06:49:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-92,	-95,137M,,-77,-78,,,,,
