timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-05-04T20:01:11-05:00;-78;20;104;0.83;371;248;-81;19;104;0.35;174;104;sm
2026-05-04T20:06:12-05:00;-78;20;105;0.63;247;190;-81;19;103;0.36;187;108;sm
2026-05-04T20:11:13-05:00;-78;20;105;1.24;313;372;-79;21;104;0.41;206;124;sm
2026-05-04T20:16:14-05:00;-76;20;104;0.57;187;173;-78;20;104;0.39;201;116;sm
2026-05-04T20:21:15-05:00;-76;20;105;0.46;158;138;-80;20;105;0.39;195;117;sm
2026-05-04T20:26:16-05:00;-76;20;105;0.93;390;280;-80;20;104;0.39;202;117;sm
2026-05-04T20:31:17-05:00;-76;20;104;0.61;239;183;-80;20;104;0.37;187;110;sm
2026-05-04T20:36:18-05:00;-76;20;105;0.61;211;184;-78;20;105;0.38;197;115;sm
2026-05-04T20:41:19-05:00;-76;20;105;0.46;152;139;-81;19;104;0.35;183;105;sm
2026-05-04T20:46:20-05:00;-76;20;104;0.51;164;152;-79;19;104;0.36;188;109;sm
2026-05-04T20:51:21-05:00;-76;20;104;0.81;276;244;-79;19;104;0.38;191;115;sm
2026-05-04T20:56:21-05:00;-76;20;105;1.08;392;323;-81;19;104;0.39;201;118;sm
2026-05-04T21:01:22-05:00;-76;20;105;0.79;284;238;-78;20;104;0.37;188;110;sm
2026-05-04T21:06:23-05:00;-76;20;104;1.57;337;474;-81;19;104;0.36;188;109;sm
2026-05-04T21:11:24-05:00;-76;20;104;0.88;317;265;-79;19;104;0.37;187;112;sm
2026-05-04T21:16:25-05:00;-76;20;105;0.98;349;296;-80;20;104;0.39;200;117;sm
2026-05-04T21:21:26-05:00;-76;20;105;1.01;292;303;-81;19;104;0.37;187;112;sm
2026-05-04T21:26:27-05:00;-76;20;105;1.72;444;517;-80;20;105;0.41;204;122;sm
2026-05-04T21:31:28-05:00;-76;20;104;1.45;651;435;-80;20;104;0.36;185;108;sm
2026-05-04T21:36:29-05:00;-76;20;105;3.53;719;1063;-81;19;104;0.42;209;126;sm
2026-05-04T21:41:30-05:00;-76;20;105;0.87;338;262;-79;19;104;0.35;178;105;sm
2026-05-04T21:46:31-05:00;-76;20;105;1.26;251;379;-80;20;104;0.39;195;118;sm
2026-05-04T21:51:32-05:00;-76;20;105;1.51;273;455;-78;20;105;0.43;215;129;sm
2026-05-04T21:56:33-05:00;-76;20;105;1.15;303;347;-78;20;105;0.36;188;109;sm
