timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-05-18T00:04:13-05:00;-76;20;103;0.48;165;146;-80;20;104;0.36;186;109;sm
2026-05-18T00:09:14-05:00;-76;20;103;0.5;171;152;-78;20;104;0.37;192;112;sm
2026-05-18T00:14:15-05:00;-76;20;104;0.54;181;162;-78;20;104;0.39;204;117;sm
2026-05-18T00:19:17-05:00;-76;20;103;0.49;163;147;-78;20;103;0.37;192;111;sm
2026-05-18T00:24:17-05:00;-76;20;104;0.46;161;139;-77;21;104;0.38;189;113;sm
2026-05-18T00:29:18-05:00;-76;20;104;0.5;168;151;-78;20;104;0.38;194;115;sm
2026-05-18T00:34:19-05:00;-76;20;103;0.53;176;159;-78;20;103;0.39;200;116;sm
2026-05-18T00:39:20-05:00;-76;20;104;0.67;229;203;-77;21;104;0.36;186;108;sm
2026-05-18T00:44:21-05:00;-76;20;103;0.59;199;177;-78;20;104;0.38;192;113;sm
2026-05-18T00:49:22-05:00;-76;20;104;0.58;196;176;-80;20;104;0.4;201;120;sm
2026-05-18T00:54:23-05:00;-76;20;104;0.56;199;168;-78;20;104;0.35;181;104;sm
2026-05-18T00:59:24-05:00;-76;20;104;0.53;183;159;-78;20;104;0.36;186;108;sm
2026-05-18T01:04:25-05:00;-76;20;104;0.44;153;133;-77;21;104;0.35;180;105;sm
2026-05-18T01:09:27-05:00;-76;20;104;0.48;156;143;-78;20;103;0.34;176;102;sm
2026-05-18T01:14:28-05:00;-76;20;104;0.49;168;148;-77;21;104;0.34;177;101;sm
2026-05-18T01:19:33-05:00;-76;20;106;0.47;154;140;-78;20;104;0.35;182;104;sm
2026-05-18T01:24:31-05:00;-76;20;104;0.49;164;147;-77;21;104;0.34;178;102;sm
2026-05-18T01:29:32-05:00;-76;20;105;0.47;156;142;-78;20;104;0.35;184;106;sm
2026-05-18T01:34:34-05:00;-76;20;104;0.46;154;139;-77;21;104;0.34;178;104;sm
2026-05-18T01:39:36-05:00;-76;20;106;0.53;170;158;-78;20;104;0.37;194;111;sm
2026-05-18T01:44:37-05:00;-76;20;104;0.44;144;133;-77;21;104;0.31;170;94;sm
2026-05-18T01:49:38-05:00;-76;20;104;0.61;207;183;-77;21;104;0.35;187;107;sm
2026-05-18T01:54:39-05:00;-76;20;104;0.54;183;162;-77;21;104;0.31;165;94;sm
2026-05-18T01:59:40-05:00;-76;20;106;0.65;232;195;-79;19;205;0.36;186;107;sm
2026-05-18T02:04:41-05:00;-76;20;104;0.55;199;167;-80;20;104;0.3;161;91;sm
2026-05-18T02:09:42-05:00;-76;20;106;0.7;251;210;-78;20;104;0.37;194;111;sm
2026-05-18T02:14:44-05:00;-76;20;104;0.66;231;196;-77;21;104;0.35;180;104;sm
2026-05-18T02:19:45-05:00;-76;20;104;1.02;467;306;-80;20;104;0.32;172;97;sm
2026-05-18T02:24:46-05:00;-76;20;104;0.84;381;252;-79;19;103;0.35;180;105;sm
2026-05-18T02:29:47-05:00;-76;20;104;0.51;200;154;-79;19;104;0.31;167;93;sm
2026-05-18T02:34:48-05:00;-76;20;104;0.54;200;164;-79;19;103;0.37;193;113;sm
2026-05-18T02:39:49-05:00;-76;20;104;0.44;153;133;-77;21;104;0.35;183;105;sm
2026-05-18T02:44:50-05:00;-76;20;104;0.43;145;130;-79;21;104;0.3;163;91;sm
2026-05-18T02:49:50-05:00;-76;20;104;0.67;231;202;-78;20;104;0.39;202;116;sm
2026-05-18T02:50:54-05:00;-76;20;104;0.58;204;173;;;104;0.35;183;105;sm
2026-05-18T03:00:24-05:00;;;;;;;;;;;;;sm
2026-05-18T03:14:35-05:00;-76;20;102;;;;-78;20;104;;;;sm
2026-05-18T03:17:38-05:00;-76;20;104;0.7;192;155;-77;21;104;0.46;178;103;sm
2026-05-18T03:22:38-05:00;-76;20;102;0.7;312;209;-80;20;104;0.36;183;107;sm
2026-05-18T03:27:44-05:00;-76;20;105;0.61;248;185;-78;20;104;0.35;185;107;sm
2026-05-18T03:32:40-05:00;-76;20;104;0.49;178;148;-78;20;104;0.34;177;103;sm
2026-05-18T03:37:40-05:00;-76;20;104;0.43;152;130;-79;20;104;0.39;200;117;sm
2026-05-18T03:42:42-05:00;-76;20;104;1.38;289;414;-77;21;104;0.78;317;236;sm
2026-05-18T03:47:43-05:00;-76;20;104;0.54;200;164;-77;21;104;0.4;211;120;sm
2026-05-18T03:52:44-05:00;-76;20;104;0.46;166;140;-78;20;104;0.44;205;134;sm
2026-05-18T03:57:45-05:00;-76;20;104;0.53;191;162;-78;20;104;0.4;215;121;sm
2026-05-18T04:02:46-05:00;-76;20;104;0.51;181;151;-77;21;103;0.39;203;115;sm
2026-05-18T04:07:47-05:00;-76;20;104;0.54;197;164;-77;21;104;0.4;210;120;sm
2026-05-18T04:12:48-05:00;-76;20;104;0.6;222;180;-80;20;104;0.39;207;118;sm
