escenario,frecuencia_mhz,ancho_canal_mhz,n_registros,dias_unicos,rssi_dl_media,rssi_dl_de,snr_dl_media,snr_dl_de,mcs_dl_media,mcs_dl_de
E0,5800,20,14400,10,-76.23104166666667,1.1106666527677809,20.595694444444444,0.8950067540343125,104.99479166666667,1.9296720541979542
E1,5660,40,2760,10,-76.66825513196481,1.0921547241505989,21.115102639296186,0.9797842520237556,104.74633431085044,0.948328261620924
E2,5660,80,2245,9,-74.39641255605382,0.9099350201481823,21.678026905829597,0.8532584256563975,103.3000447828034,1.8048831110597119
E3,5730,40,2381,10,-76.35634648370497,0.8109281672935975,19.936106346483704,0.4242134294557618,104.64365351629503,0.6897161087099322
E4,5730,80,2184,9,-75.69400921658986,0.6731435443930787,20.615668202764976,1.0473940264801553,103.67188940092166,1.223028094295379
E5,5805,40,2137,9,-75.62619961612285,1.0434187827050214,21.136276391554702,0.8410088998687281,104.97552783109406,0.644691726092908
