timestamp;dl_rssi;dl_snr;dl_mcs;dl_throughput;dl_pkts;dl_kbits;ul_rssi;ul_snr;ul_mcs;ul_throughput;ul_pkts;ul_kbits;mode
2026-05-10T01:03:01-05:00;-79;19;104;0.56;186;169;-81;19;104;0.36;186;108;sm
2026-05-10T01:08:02-05:00;-79;19;104;0.64;209;194;-81;19;104;0.41;207;122;sm
2026-05-10T01:13:03-05:00;-79;19;105;0.57;188;172;-79;19;104;0.36;188;109;sm
2026-05-10T01:18:04-05:00;-79;19;105;0.56;178;169;-80;20;104;0.34;177;101;sm
2026-05-10T01:23:06-05:00;-79;19;106;0.6;198;182;-80;20;104;0.39;199;118;sm
2026-05-10T01:28:07-05:00;-79;19;105;0.62;200;187;-81;19;104;0.39;201;116;sm
2026-05-10T01:33:08-05:00;-79;19;106;0.56;184;168;-80;18;203;0.35;183;106;sm
2026-05-10T01:38:09-05:00;-79;19;105;0.64;206;192;-79;19;104;0.38;199;114;sm
2026-05-10T01:43:10-05:00;-79;19;104;0.56;185;169;-80;20;104;0.36;185;108;sm
2026-05-10T01:48:11-05:00;-79;19;105;0.61;198;182;-79;19;104;0.36;187;107;sm
2026-05-10T01:53:11-05:00;-79;19;106;0.53;168;159;-79;19;104;0.35;175;106;sm
2026-05-10T01:58:12-05:00;-79;19;106;0.6;192;180;-80;20;104;0.36;189;108;sm
2026-05-10T02:03:13-05:00;-79;19;106;0.57;186;171;-79;19;104;0.35;182;105;sm
2026-05-10T02:08:14-05:00;-79;19;104;0.57;187;172;-81;19;104;0.38;196;114;sm
2026-05-10T02:13:15-05:00;-79;19;104;0.67;222;203;-81;19;104;0.35;184;106;sm
2026-05-10T02:18:16-05:00;-79;19;105;0.58;191;174;-80;20;104;0.37;189;111;sm
2026-05-10T02:23:18-05:00;-79;19;105;0.57;184;173;-81;19;104;0.35;183;105;sm
2026-05-10T02:28:19-05:00;-79;19;104;0.59;182;178;-81;19;104;0.34;180;102;sm
2026-05-10T02:33:20-05:00;-79;19;105;0.53;177;161;-81;19;105;0.34;178;102;sm
2026-05-10T02:38:21-05:00;-79;19;105;0.62;199;186;-81;19;104;0.38;195;113;sm
2026-05-10T02:43:22-05:00;-79;19;105;0.54;175;164;-79;19;104;0.35;179;106;sm
2026-05-10T02:48:23-05:00;-79;19;105;0.56;179;169;-81;19;104;0.35;183;105;sm
2026-05-10T02:53:24-05:00;-79;19;105;0.56;180;168;-81;19;104;0.34;173;101;sm
2026-05-10T02:58:25-05:00;-79;19;105;0.58;183;174;-81;19;104;0.35;182;104;sm
